wind_plant,wind_speed (m/s),wind_dir,temp,pressure,latitude,longitude,Turbine Model,Tower Height,Rotor Diameter,Production Year,START m/s,STOP  m/s,Real Prod(mwh),Service,MaxLimit,pred4
Unit2,5.2,317,4.1,985,47.132982,28.193314,2,65,70,2002,4.0,25,0.01,0.0,1.5,0.01
Unit2,4.7,313,5.6,985,47.132982,28.193314,2,65,70,2002,4.0,25,0.025,0.0,1.5,0.0249999999999999
Unit2,4.2,314,3.5,984,47.132982,28.193314,2,65,70,2002,4.0,25,0.025,0.0,1.5,0.0249999999999999
Unit2,2.7,312,2.5,984,47.132982,28.193314,2,65,70,2002,4.0,25,0.005,0.0,1.5,0.005
Unit2,1.1,315,1.7,984,47.132982,28.193314,2,65,70,2002,4.0,25,0.0,0.0,1.5,0.0
Unit2,0.9,243,1.2,984,47.132982,28.193314,2,65,70,2002,4.0,25,0.0,0.0,1.5,0.0
Unit2,3.1,191,0.1,983,47.132982,28.193314,2,65,70,2002,4.0,25,0.0,0.0,1.5,0.0
Unit2,3.9,189,-1.7,983,47.132982,28.193314,2,65,70,2002,4.0,25,0.02,0.0,1.5,0.02
Unit2,7.5,182,0.7,982,47.132982,28.193314,2,65,70,2002,4.0,25,0.51,0.0,1.5,0.5099999999999997
Unit2,8.2,179,0.8,981,47.132982,28.193314,2,65,70,2002,4.0,25,0.83,0.0,1.5,0.8299999999999987
Unit2,8.1,184,-0.9,981,47.132982,28.193314,2,65,70,2002,4.0,25,0.885,0.0,1.5,0.885000000000001
Unit2,7.7,186,0.0,980,47.132982,28.193314,2,65,70,2002,4.0,25,0.835,0.0,1.5,0.834999999999999
Unit2,8.2,187,-0.7,979,47.132982,28.193314,2,65,70,2002,4.0,25,0.85,0.0,1.5,0.8499999999999993
Unit2,7.1,194,0.3,978,47.132982,28.193314,2,65,70,2002,4.0,25,0.61,0.0,1.5,0.6099999999999995
Unit2,6.9,203,1.6,977,47.132982,28.193314,2,65,70,2002,4.0,25,0.555,0.0,1.5,0.5549999999999998
Unit2,7.6,203,1.1,976,47.132982,28.193314,2,65,70,2002,4.0,25,0.64,0.0,1.5,0.6400000000000005
Unit2,7.4,206,0.6,975,47.132982,28.193314,2,65,70,2002,4.0,25,0.775,0.0,1.5,0.7750000000000001
Unit2,8.0,203,1.5,974,47.132982,28.193314,2,65,70,2002,4.0,25,0.825,0.0,1.5,0.8250000000000015
Unit2,8.0,202,2.0,973,47.132982,28.193314,2,65,70,2002,4.0,25,0.9,0.0,1.5,0.9000000000000008
Unit2,8.1,202,3.0,973,47.132982,28.193314,2,65,70,2002,4.0,25,1.01,0.0,1.5,1.0100000000000011
Unit2,8.6,205,3.9,972,47.132982,28.193314,2,65,70,2002,4.0,25,0.835,0.0,1.5,0.834999999999999
Unit2,8.8,212,5.3,971,47.132982,28.193314,2,65,70,2002,4.0,25,0.7,0.0,1.5,0.7000000000000013
Unit2,8.7,211,7.0,971,47.132982,28.193314,2,65,70,2002,4.0,25,0.96,0.0,1.5,0.9599999999999984
Unit2,7.6,227,7.6,970,47.132982,28.193314,2,65,70,2002,4.0,25,0.83,0.0,1.5,0.8299999999999987
Unit2,7.1,239,9.9,969,47.132982,28.193314,2,65,70,2002,4.0,25,0.49,0.0,1.5,0.4900000000000002
Unit2,6.6,234,7.8,968,47.132982,28.193314,2,65,70,2002,4.0,25,0.36,0.0,1.5,0.3599999999999996
Unit2,8.0,265,10.2,968,47.132982,28.193314,2,65,70,2002,4.0,25,0.345,0.0,1.5,0.3449999999999995
Unit2,7.4,256,7.8,968,47.132982,28.193314,2,65,70,2002,4.0,25,0.355,0.0,1.5,0.355
Unit2,8.6,272,8.1,969,47.132982,28.193314,2,65,70,2002,4.0,25,0.215,0.0,1.5,0.2149999999999998
Unit2,7.1,267,7.0,968,47.132982,28.193314,2,65,70,2002,4.0,25,0.23,0.0,1.5,0.2300000000000003
Unit2,7.4,271,6.2,968,47.132982,28.193314,2,65,70,2002,4.0,25,0.355,0.0,1.5,0.355
Unit2,7.0,270,5.3,968,47.132982,28.193314,2,65,70,2002,4.0,25,0.87,0.0,1.5,0.8700000000000004
Unit2,7.0,274,4.7,968,47.132982,28.193314,2,65,70,2002,4.0,25,0.85,0.0,1.5,0.8499999999999993
Unit2,6.4,279,4.1,968,47.132982,28.193314,2,65,70,2002,4.0,25,0.47,0.0,1.5,0.4699999999999993
Unit2,7.0,277,3.8,968,47.132982,28.193314,2,65,70,2002,4.0,25,0.56,0.0,1.5,0.5600000000000007
Unit2,7.4,286,3.7,968,47.132982,28.193314,2,65,70,2002,4.0,25,0.685,0.0,1.5,0.6850000000000009
Unit2,6.4,278,5.3,968,47.132982,28.193314,2,65,70,2002,4.0,25,0.82,0.0,1.5,0.8199999999999987
Unit2,6.4,275,2.6,969,47.132982,28.193314,2,65,70,2002,4.0,25,0.68,0.0,1.5,0.6800000000000002
Unit2,7.8,297,3.9,969,47.132982,28.193314,2,65,70,2002,4.0,25,0.575,0.0,1.5,0.575000000000001
Unit2,10.8,304,5.2,970,47.132982,28.193314,2,65,70,2002,4.0,25,0.66,0.0,1.5,0.6599999999999983
Unit2,6.9,310,4.2,969,47.132982,28.193314,2,65,70,2002,4.0,25,0.865,0.0,1.5,0.8649999999999991
Unit2,11.3,309,4.3,971,47.132982,28.193314,2,65,70,2002,4.0,25,0.86,0.0,1.5,0.8599999999999995
Unit2,10.7,312,4.0,971,47.132982,28.193314,2,65,70,2002,4.0,25,0.82,0.0,1.5,0.8199999999999987
Unit2,10.6,307,4.2,972,47.132982,28.193314,2,65,70,2002,4.0,25,0.815,0.0,1.5,0.8149999999999988
Unit2,9.7,310,4.2,973,47.132982,28.193314,2,65,70,2002,4.0,25,0.575,0.0,1.5,0.575000000000001
Unit2,11.2,311,4.4,974,47.132982,28.193314,2,65,70,2002,4.0,25,0.31,0.0,1.5,0.3099999999999994
Unit2,12.7,312,4.8,974,47.132982,28.193314,2,65,70,2002,4.0,25,1.02,0.0,1.5,1.0199999999999994
Unit2,10.8,313,4.3,975,47.132982,28.193314,2,65,70,2002,4.0,25,1.024,0.0,1.5,1.024000000000001
Unit2,12.4,322,4.0,975,47.132982,28.193314,2,65,70,2002,4.0,25,0.934,0.0,1.5,0.9339999999999984
Unit2,10.0,323,4.0,977,47.132982,28.193314,2,65,70,2002,4.0,25,0.91,0.0,1.5,0.909999999999998
Unit2,10.0,327,2.8,977,47.132982,28.193314,2,65,70,2002,4.0,25,0.91,0.0,1.5,0.909999999999998
Unit2,8.7,333,3.6,978,47.132982,28.193314,2,65,70,2002,4.0,25,0.785,0.0,1.5,0.784999999999998
Unit2,7.9,324,3.6,977,47.132982,28.193314,2,65,70,2002,4.0,25,0.745,0.0,1.5,0.7449999999999997
Unit2,6.7,336,2.5,979,47.132982,28.193314,2,65,70,2002,4.0,25,0.47,0.0,1.5,0.4699999999999993
Unit2,6.8,339,2.4,979,47.132982,28.193314,2,65,70,2002,4.0,25,0.505,0.0,1.5,0.5050000000000007
Unit2,5.9,340,1.5,980,47.132982,28.193314,2,65,70,2002,4.0,25,0.335,0.0,1.5,0.3350000000000006
Unit2,5.0,353,0.8,979,47.132982,28.193314,2,65,70,2002,4.0,25,0.05,0.0,1.5,0.0499999999999999
Unit2,4.4,344,0.1,982,47.132982,28.193314,2,65,70,2002,4.0,25,0.005,0.0,1.5,0.005
Unit2,0.0,0,-1.1,980,47.132982,28.193314,2,65,70,2002,4.0,25,0.01,0.0,1.5,0.01
Unit2,3.3,349,-1.2,981,47.132982,28.193314,2,65,70,2002,4.0,25,0.0,0.0,1.5,0.0
Unit2,2.7,287,-1.1,981,47.132982,28.193314,2,65,70,2002,4.0,25,0.0,0.0,1.5,0.0
Unit2,1.7,0,-2.5,981,47.132982,28.193314,2,65,70,2002,4.0,25,0.0,0.0,1.5,0.0
Unit2,2.3,250,-1.8,981,47.132982,28.193314,2,65,70,2002,4.0,25,0.0,0.0,1.5,0.0
Unit2,0.6,219,-2.4,982,47.132982,28.193314,2,65,70,2002,4.0,25,0.0,0.0,1.5,0.0
Unit2,3.7,137,0.4,979,47.132982,28.193314,2,65,70,2002,4.0,25,0.0,0.0,1.5,0.0
Unit2,3.3,166,-2.1,981,47.132982,28.193314,2,65,70,2002,4.0,25,0.0,0.0,1.5,0.0
Unit2,5.7,172,-0.3,980,47.132982,28.193314,2,65,70,2002,4.0,25,0.095,0.0,1.5,0.095
Unit2,7.7,170,-1.0,981,47.132982,28.193314,2,65,70,2002,4.0,25,0.12,0.0,1.5,0.1199999999999998
Unit2,7.0,165,-0.6,977,47.132982,28.193314,2,65,70,2002,4.0,25,0.13,0.0,1.5,0.1300000000000002
Unit2,6.1,167,0.2,981,47.132982,28.193314,2,65,70,2002,4.0,25,0.095,0.0,1.5,0.095
Unit2,5.7,175,0.9,980,47.132982,28.193314,2,65,70,2002,4.0,25,0.145,0.0,1.5,0.1449999999999996
Unit2,5.2,168,1.0,981,47.132982,28.193314,2,65,70,2002,4.0,25,0.11,0.0,1.5,0.1099999999999999
Unit2,2.9,160,1.6,980,47.132982,28.193314,2,65,70,2002,4.0,25,0.025,0.0,1.5,0.0249999999999999
Unit2,4.1,158,1.4,980,47.132982,28.193314,2,65,70,2002,4.0,25,0.01,0.0,1.5,0.01
Unit2,2.2,153,2.1,980,47.132982,28.193314,2,65,70,2002,4.0,25,0.0,0.0,1.5,0.0
Unit2,4.1,154,1.3,981,47.132982,28.193314,2,65,70,2002,4.0,25,0.0,0.0,1.5,0.0
Unit2,2.8,100,0.7,977,47.132982,28.193314,2,65,70,2002,4.0,25,0.085,0.0,1.5,0.085
Unit2,4.7,134,0.6,982,47.132982,28.193314,2,65,70,2002,4.0,25,0.09,0.0,1.5,0.0899999999999999
Unit2,3.1,101,0.3,977,47.132982,28.193314,2,65,70,2002,4.0,25,0.1,0.0,1.5,0.0999999999999998
Unit2,5.0,155,-0.4,981,47.132982,28.193314,2,65,70,2002,4.0,25,0.075,0.0,1.5,0.0750000000000001
Unit2,3.3,92,0.1,978,47.132982,28.193314,2,65,70,2002,4.0,25,0.045,0.0,1.5,0.0449999999999999
Unit2,5.4,132,-0.8,982,47.132982,28.193314,2,65,70,2002,4.0,25,0.135,0.0,1.5,0.1349999999999998
Unit2,3.6,87,-0.1,979,47.132982,28.193314,2,65,70,2002,4.0,25,0.13,0.0,1.5,0.1300000000000002
Unit2,5.0,133,0.3,982,47.132982,28.193314,2,65,70,2002,4.0,25,0.155,0.0,1.5,0.1549999999999997
Unit2,4.9,137,0.3,982,47.132982,28.193314,2,65,70,2002,4.0,25,0.15,0.0,1.5,0.1500000000000002
Unit2,4.5,129,0.4,981,47.132982,28.193314,2,65,70,2002,4.0,25,0.085,0.0,1.5,0.085
Unit2,5.2,130,0.3,982,47.132982,28.193314,2,65,70,2002,4.0,25,0.015,0.0,1.5,0.0149999999999999
Unit2,5.8,121,-0.2,982,47.132982,28.193314,2,65,70,2002,4.0,25,0.005,0.0,1.5,0.005
Unit2,5.9,120,-0.3,981,47.132982,28.193314,2,65,70,2002,4.0,25,0.035,0.0,1.5,0.035
Unit2,5.9,109,0.1,982,47.132982,28.193314,2,65,70,2002,4.0,25,0.095,0.0,1.5,0.095
Unit2,6.0,118,0.0,982,47.132982,28.193314,2,65,70,2002,4.0,25,0.17,0.0,1.5,0.17
Unit2,6.5,122,0.0,981,47.132982,28.193314,2,65,70,2002,4.0,25,0.22,0.0,1.5,0.2199999999999999
Unit2,6.8,111,-0.4,983,47.132982,28.193314,2,65,70,2002,4.0,25,0.19,0.0,1.5,0.19
Unit2,6.4,120,-0.5,984,47.132982,28.193314,2,65,70,2002,4.0,25,0.12,0.0,1.5,0.1199999999999998
Unit2,6.6,127,1.2,981,47.132982,28.193314,2,65,70,2002,4.0,25,0.07,0.0,1.5,0.07
Unit2,6.5,119,-0.2,983,47.132982,28.193314,2,65,70,2002,4.0,25,0.065,0.0,1.5,0.0650000000000026
Unit2,6.9,113,-1.0,983,47.132982,28.193314,2,65,70,2002,4.0,25,0.045,0.0,1.5,0.0449999999999999
Unit2,6.9,124,0.8,980,47.132982,28.193314,2,65,70,2002,4.0,25,0.04,0.0,1.5,0.04
Unit2,8.0,120,-0.7,982,47.132982,28.193314,2,65,70,2002,4.0,25,0.025,0.0,1.5,0.0249999999999999
Unit2,7.6,119,-0.1,983,47.132982,28.193314,2,65,70,2002,4.0,25,0.09,0.0,1.5,0.0899999999999999
Unit2,8.8,133,0.7,979,47.132982,28.193314,2,65,70,2002,4.0,25,0.015,0.0,1.5,0.0149999999999999
Unit2,9.3,128,0.0,982,47.132982,28.193314,2,65,70,2002,4.0,25,0.065,0.0,1.5,0.0650000000000001
Unit2,8.8,136,0.2,982,47.132982,28.193314,2,65,70,2002,4.0,25,0.115,0.0,1.5,0.1150000000000001
Unit2,9.1,134,0.9,981,47.132982,28.193314,2,65,70,2002,4.0,25,0.125,0.0,1.5,0.125
Unit2,9.8,137,0.6,981,47.132982,28.193314,2,65,70,2002,4.0,25,0.14,0.0,1.5,0.1400000000000001
Unit2,9.1,140,0.6,982,47.132982,28.193314,2,65,70,2002,4.0,25,0.145,0.0,1.5,0.1449999999999996
Unit2,8.5,142,2.3,978,47.132982,28.193314,2,65,70,2002,4.0,25,0.14,0.0,1.5,0.1400000000000001
Unit2,9.2,143,1.8,981,47.132982,28.193314,2,65,70,2002,4.0,25,0.105,0.0,1.5,0.1050000000000002
Unit2,9.7,145,1.8,981,47.132982,28.193314,2,65,70,2002,4.0,25,0.28,0.0,1.5,0.2800000000000003
Unit2,9.2,146,3.5,979,47.132982,28.193314,2,65,70,2002,4.0,25,0.04,0.0,1.5,0.04
Unit2,9.3,136,1.6,979,47.132982,28.193314,2,65,70,2002,4.0,25,0.0,0.0,1.5,0.0
Unit2,10.2,161,3.5,979,47.132982,28.193314,2,65,70,2002,4.0,25,0.0,0.0,1.5,0.0
Unit2,9.2,159,4.6,978,47.132982,28.193314,2,65,70,2002,4.0,25,0.0,0.0,1.5,0.0
Unit2,9.4,159,3.6,977,47.132982,28.193314,2,65,70,2002,4.0,25,0.0,0.0,1.5,0.0
Unit2,10.8,169,4.1,978,47.132982,28.193314,2,65,70,2002,4.0,25,0.665,0.0,1.5,0.6649999999999996
Unit2,10.3,171,5.1,977,47.132982,28.193314,2,65,70,2002,4.0,25,0.974,0.0,1.5,0.9740000000000002
Unit2,11.8,173,5.3,977,47.132982,28.193314,2,65,70,2002,4.0,25,1.03,0.0,1.5,1.030000000000001
Unit2,12.0,167,5.1,978,47.132982,28.193314,2,65,70,2002,4.0,25,1.03,0.0,1.5,1.030000000000001
Unit2,13.0,176,6.3,977,47.132982,28.193314,2,65,70,2002,4.0,25,1.04,0.0,1.5,1.040000000000002
Unit2,11.7,170,5.8,976,47.132982,28.193314,2,65,70,2002,4.0,25,1.054,0.0,1.5,1.0540000000000012
Unit2,12.7,169,5.6,977,47.132982,28.193314,2,65,70,2002,4.0,25,1.05,0.0,1.5,1.049999999999998
Unit2,11.4,174,7.8,975,47.132982,28.193314,2,65,70,2002,4.0,25,0.22,0.0,1.5,0.2199999999999999
Unit2,11.2,160,6.3,974,47.132982,28.193314,2,65,70,2002,4.0,25,0.895,0.0,1.5,0.8949999999999999
Unit2,12.6,161,4.5,976,47.132982,28.193314,2,65,70,2002,4.0,25,0.99,0.0,1.5,0.9899999999999984
Unit2,11.6,158,6.4,975,47.132982,28.193314,2,65,70,2002,4.0,25,0.984,0.0,1.5,0.9839999999999992
Unit2,12.0,158,5.8,974,47.132982,28.193314,2,65,70,2002,4.0,25,0.99,0.0,1.5,0.9899999999999984
Unit2,12.1,156,3.3,976,47.132982,28.193314,2,65,70,2002,4.0,25,0.984,0.0,1.5,0.9839999999999992
Unit2,11.1,158,6.5,970,47.132982,28.193314,2,65,70,2002,4.0,25,0.9,0.0,1.5,0.9000000000000008
Unit2,11.9,153,3.2,975,47.132982,28.193314,2,65,70,2002,4.0,25,0.895,0.0,1.5,0.8949999999999999
Unit2,11.1,156,3.3,975,47.132982,28.193314,2,65,70,2002,4.0,25,0.89,0.0,1.5,0.8900000000000005
Unit2,10.9,152,5.9,969,47.132982,28.193314,2,65,70,2002,4.0,25,0.88,0.0,1.5,0.8799999999999996
Unit3,4.4,246,3.2,993,48.3707,27.0547,0,65,66,2000,2.5,25,,0.0,1.0,0.1406280000000515
Unit3,4.8,269,2.9,993,48.3707,27.0547,0,65,66,2000,2.5,25,,0.0,1.0,0.1571440000000893
Unit3,5.3,285,2.9,993,48.3707,27.0547,0,65,66,2000,2.5,25,0.1680000000005748,0.0,1.0,0.1680000000005748
Unit3,5.3,295,3.2,993,48.3707,27.0547,0,65,66,2000,2.5,25,0.0126000000000203,0.0,1.0,0.0126000000000203
Unit3,5.3,293,3.3,993,48.3707,27.0547,0,65,66,2000,2.5,25,0.0119999999997162,0.0,1.0,0.0119999999997162
Unit3,6.1,286,3.6,993,48.3707,27.0547,0,65,66,2000,2.5,25,0.0561999999999898,0.0,1.0,0.0561999999999898
Unit3,7.1,287,3.9,993,48.3707,27.0547,0,65,66,2000,2.5,25,0.0756000000001222,0.0,1.0,0.0756000000001222
Unit3,7.4,294,4.0,993,48.3707,27.0547,0,65,66,2000,2.5,25,0.1661999999996624,0.0,1.0,0.1661999999996624
Unit3,7.3,300,4.3,994,48.3707,27.0547,0,65,66,2000,2.5,25,0.1923999999999068,0.0,1.0,0.1923999999999068
Unit3,7.5,307,5.5,994,48.3707,27.0547,0,65,66,2000,2.5,25,0.1934000000001106,0.0,1.0,0.1934000000001106
Unit3,8.3,308,7.2,994,48.3707,27.0547,0,65,66,2000,2.5,25,0.3199999999997089,0.0,1.0,0.3199999999997089
Unit3,7.6,307,8.7,994,48.3707,27.0547,0,65,66,2000,2.5,25,0.3492000000005646,0.0,1.0,0.3492000000005646
Unit3,6.2,304,9.9,994,48.3707,27.0547,0,65,66,2000,2.5,25,0.3455999999996493,0.0,1.0,0.3455999999996493
Unit3,5.8,304,10.5,994,48.3707,27.0547,0,65,66,2000,2.5,25,0.3199999999997089,0.0,1.0,0.3199999999997089
Unit3,6.0,306,10.6,994,48.3707,27.0547,0,65,66,2000,2.5,25,0.1790000000000873,0.0,1.0,0.1790000000000873
Unit3,6.7,309,9.8,994,48.3707,27.0547,0,65,66,2000,2.5,25,0.6312000000007174,0.0,1.0,0.6312000000007174
Unit3,6.9,310,8.4,995,48.3707,27.0547,0,65,66,2000,2.5,25,0.7497999999995955,0.0,1.0,0.7497999999995955
Unit3,7.2,309,7.4,995,48.3707,27.0547,0,65,66,2000,2.5,25,0.5360000000000582,0.0,1.0,0.5360000000000582
Unit3,7.8,311,6.9,995,48.3707,27.0547,0,65,66,2000,2.5,25,0.7118000000000393,0.0,1.0,0.7118000000000393
Unit3,8.0,314,6.5,995,48.3707,27.0547,0,65,66,2000,2.5,25,0.7863999999999578,0.0,1.0,0.7863999999999578
Unit3,7.9,319,6.4,996,48.3707,27.0547,0,65,66,2000,2.5,25,0.2683999999999287,0.0,1.0,0.2683999999999287
Unit3,7.4,323,6.5,996,48.3707,27.0547,0,65,66,2000,2.5,25,0.10320000000047,0.0,1.0,0.10320000000047
Unit3,6.8,322,6.3,996,48.3707,27.0547,0,65,66,2000,2.5,25,0.3437999999996464,0.0,1.0,0.3437999999996464
Unit3,6.7,320,6.1,996,48.3707,27.0547,0,65,66,2000,2.5,25,0.3479999999999563,0.0,1.0,0.3479999999999563
Unit3,7.6,320,5.3,997,48.3707,27.0547,0,65,66,2000,2.5,25,0.1343999999999141,0.0,1.0,0.1343999999999141
Unit3,7.6,323,5.7,997,48.3707,27.0547,0,65,66,2000,2.5,25,0.3562000000001717,0.0,1.0,0.3562000000001717
Unit3,7.5,318,4.6,997,48.3707,27.0547,0,65,66,2000,2.5,25,0.3285999999998239,0.0,1.0,0.3285999999998239
Unit3,7.8,323,5.1,997,48.3707,27.0547,0,65,66,2000,2.5,25,0.2588000000005195,0.0,1.0,0.2588000000005195
Unit3,7.8,322,3.6,997,48.3707,27.0547,0,65,66,2000,2.5,25,0.3709999999991851,0.0,1.0,0.3709999999991851
Unit3,7.7,318,3.0,998,48.3707,27.0547,0,65,66,2000,2.5,25,0.5216000000000349,0.0,1.0,0.5216000000000349
Unit3,7.6,322,2.4,998,48.3707,27.0547,0,65,66,2000,2.5,25,0.3202000000001135,0.0,1.0,0.3202000000001135
Unit3,7.0,318,1.7,998,48.3707,27.0547,0,65,66,2000,2.5,25,0.373000000000502,0.0,1.0,0.373000000000502
Unit3,6.9,316,2.2,999,48.3707,27.0547,0,65,66,2000,2.5,25,0.3051999999997861,0.0,1.0,0.3051999999997861
Unit3,6.4,327,2.3,999,48.3707,27.0547,0,65,66,2000,2.5,25,0.3479999999999563,0.0,1.0,0.3479999999999563
Unit3,6.0,317,2.4,999,48.3707,27.0547,0,65,66,2000,2.5,25,0.2445999999999912,0.0,1.0,0.2445999999999912
Unit3,6.0,317,3.1,999,48.3707,27.0547,0,65,66,2000,2.5,25,0.287199999999757,0.0,1.0,0.287199999999757
Unit3,5.0,303,3.2,999,48.3707,27.0547,0,65,66,2000,2.5,25,0.2244000000000596,0.0,1.0,0.2244000000000596
Unit3,4.3,312,3.7,998,48.3707,27.0547,0,65,66,2000,2.5,25,0.245600000000195,0.0,1.0,0.245600000000195
Unit3,4.1,299,3.5,997,48.3707,27.0547,0,65,66,2000,2.5,25,0.2366000000001804,0.0,1.0,0.2366000000001804
Unit3,1.8,279,3.7,997,48.3707,27.0547,0,65,66,2000,2.5,25,0.0699999999997089,0.0,1.0,0.0699999999997089
Unit3,2.0,279,1.5,996,48.3707,27.0547,0,65,66,2000,2.5,25,0.0158000000001266,0.0,1.0,0.0158000000001266
Unit3,2.0,180,-0.4,996,48.3707,27.0547,0,65,66,2000,2.5,25,0.0006000000003041,0.0,1.0,0.0006000000003041
Unit3,2.8,197,-1.7,996,48.3707,27.0547,0,65,66,2000,2.5,25,0.0,0.0,1.0,0.0
Unit3,5.9,179,-0.3,994,48.3707,27.0547,0,65,66,2000,2.5,25,0.0011999999996987,0.0,1.0,0.0011999999996987
Unit3,7.1,187,-0.9,994,48.3707,27.0547,0,65,66,2000,2.5,25,0.0433999999995649,0.0,1.0,0.0433999999995649
Unit3,8.3,177,0.1,993,48.3707,27.0547,0,65,66,2000,2.5,25,0.2572000000000116,0.0,1.0,0.2572000000000116
Unit3,8.1,183,-0.6,993,48.3707,27.0547,0,65,66,2000,2.5,25,0.3524000000006708,0.0,1.0,0.3524000000006708
Unit3,7.3,184,0.2,991,48.3707,27.0547,0,65,66,2000,2.5,25,0.4043999999994412,0.0,1.0,0.4043999999994412
Unit3,7.8,188,-0.8,991,48.3707,27.0547,0,65,66,2000,2.5,25,0.1984000000002197,0.0,1.0,0.1984000000002197
Unit3,7.6,201,1.5,989,48.3707,27.0547,0,65,66,2000,2.5,25,0.1432000000004336,0.0,1.0,0.1432000000004336
Unit3,7.5,195,0.5,988,48.3707,27.0547,0,65,66,2000,2.5,25,0.1466000000000349,0.0,1.0,0.1466000000000349
Unit3,7.9,201,2.9,986,48.3707,27.0547,0,65,66,2000,2.5,25,0.1013999999995576,0.0,1.0,0.1013999999995576
Unit3,8.2,200,2.2,986,48.3707,27.0547,0,65,66,2000,2.5,25,0.2071999999998297,0.0,1.0,0.2071999999998297
Unit3,8.0,212,3.6,984,48.3707,27.0547,0,65,66,2000,2.5,25,0.2554000000000087,0.0,1.0,0.2554000000000087
Unit3,7.7,205,2.4,984,48.3707,27.0547,0,65,66,2000,2.5,25,0.4031999999997424,0.0,1.0,0.4031999999997424
Unit3,6.9,217,3.9,983,48.3707,27.0547,0,65,66,2000,2.5,25,0.3068000000002939,0.0,1.0,0.3068000000002939
Unit3,7.6,214,4.1,982,48.3707,27.0547,0,65,66,2000,2.5,25,0.2030000000004292,0.0,1.0,0.2030000000004292
Unit3,7.3,238,5.8,981,48.3707,27.0547,0,65,66,2000,2.5,25,0.1415999999999257,0.0,1.0,0.1415999999999257
Unit3,8.0,235,6.6,981,48.3707,27.0547,0,65,66,2000,2.5,25,0.160399999999754,0.0,1.0,0.160399999999754
Unit3,7.4,246,7.7,981,48.3707,27.0547,0,65,66,2000,2.5,25,0.1278000000002066,0.0,1.0,0.1278000000002066
Unit3,9.5,265,9.9,979,48.3707,27.0547,0,65,66,2000,2.5,25,0.103399999999965,0.0,1.0,0.103399999999965
Unit3,9.5,282,9.8,980,48.3707,27.0547,0,65,66,2000,2.5,25,0.2089999999998326,0.0,1.0,0.2089999999998326
Unit3,10.0,280,10.3,978,48.3707,27.0547,0,65,66,2000,2.5,25,0.1754000000000815,0.0,1.0,0.1754000000000815
Unit3,8.1,276,8.3,979,48.3707,27.0547,0,65,66,2000,2.5,25,0.114400000000387,0.0,1.0,0.114400000000387
Unit3,10.5,284,9.1,978,48.3707,27.0547,0,65,66,2000,2.5,25,0.2923999999993611,0.0,1.0,0.2923999999993611
Unit3,10.4,283,7.9,979,48.3707,27.0547,0,65,66,2000,2.5,25,0.1968000000006213,0.0,1.0,0.1968000000006213
Unit3,10.8,287,7.9,979,48.3707,27.0547,0,65,66,2000,2.5,25,0.2591999999995096,0.0,1.0,0.2591999999995096
Unit3,10.0,288,7.1,979,48.3707,27.0547,0,65,66,2000,2.5,25,0.3847999999998137,0.0,1.0,0.3847999999998137
Unit3,10.8,291,6.9,979,48.3707,27.0547,0,65,66,2000,2.5,25,0.5172000000002299,0.0,1.0,0.5172000000002299
Unit3,10.8,288,6.5,979,48.3707,27.0547,0,65,66,2000,2.5,25,0.6324000000004162,0.0,1.0,0.6324000000004162
Unit3,11.2,291,6.3,979,48.3707,27.0547,0,65,66,2000,2.5,25,0.5749999999998181,0.0,1.0,0.5749999999998181
Unit3,11.8,288,6.4,979,48.3707,27.0547,0,65,66,2000,2.5,25,0.438799999999901,0.0,1.0,0.438799999999901
Unit3,11.6,291,5.8,980,48.3707,27.0547,0,65,66,2000,2.5,25,0.6606000000001586,0.0,1.0,0.6606000000001586
Unit3,11.4,290,5.7,980,48.3707,27.0547,0,65,66,2000,2.5,25,0.6069999999999709,0.0,1.0,0.6069999999999709
Unit3,11.3,296,5.8,981,48.3707,27.0547,0,65,66,2000,2.5,25,0.6466000000000349,0.0,1.0,0.6466000000000349
Unit3,12.1,295,5.4,980,48.3707,27.0547,0,65,66,2000,2.5,25,0.5555999999996857,0.0,1.0,0.5555999999996857
Unit3,11.4,301,3.9,981,48.3707,27.0547,0,65,66,2000,2.5,25,0.7168000000001484,0.0,1.0,0.7168000000001484
Unit3,13.5,300,4.1,983,48.3707,27.0547,0,65,66,2000,2.5,25,0.8621999999995751,0.0,1.0,0.8621999999995751
Unit3,11.1,300,3.4,983,48.3707,27.0547,0,65,66,2000,2.5,25,0.857600000000275,0.0,1.0,0.857600000000275
Unit3,13.2,303,3.5,984,48.3707,27.0547,0,65,66,2000,2.5,25,0.8134000000000015,0.0,1.0,0.8134000000000015
Unit3,11.2,302,3.3,984,48.3707,27.0547,0,65,66,2000,2.5,25,0.7773999999999432,0.0,1.0,0.7773999999999432
Unit3,11.6,307,3.1,987,48.3707,27.0547,0,65,66,2000,2.5,25,0.8627999999998792,0.0,1.0,0.8627999999998792
Unit3,11.2,310,4.0,986,48.3707,27.0547,0,65,66,2000,2.5,25,0.8680000000003929,0.0,1.0,0.8680000000003929
Unit3,11.7,330,2.2,988,48.3707,27.0547,0,65,66,2000,2.5,25,0.7965999999996711,0.0,1.0,0.7965999999996711
Unit3,9.2,318,3.9,988,48.3707,27.0547,0,65,66,2000,2.5,25,0.8371999999999389,0.0,1.0,0.8371999999999389
Unit3,9.5,332,2.3,990,48.3707,27.0547,0,65,66,2000,2.5,25,0.8191999999999098,0.0,1.0,0.8191999999999098
